SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531925,SHANTANU SHE,ST,Q,2.84,2.84,2.84,2.84,2.84,2.98,2,821,2331.00,
531934,SUPREME TEX ,T ,Q,1.02,1.10,1.02,1.09,1.03,1.05,21,15250,16241.00,
531944,SERVOTEACH  ,XT,Q,2.54,2.54,2.54,2.54,2.54,2.42,2,300,762.00,
531950,VERTEX SEC. ,X ,Q,2.90,2.90,2.56,2.65,2.67,2.58,32,13343,35078.00,
531952,RIBA TEXTILS,X ,Q,90.50,91.70,88.55,90.95,90.95,90.80,42,16040,1446899.00,
531972,TRIDENTTOOL ,XT,Q,11.60,11.60,11.60,11.60,11.60,11.05,1,10,116.00,
531977,CHARTERLOGIS,X ,Q,18.10,18.20,17.65,17.80,17.80,17.95,92,30778,550932.00,
531978,AMBIKA COTTO,B ,Q,1410.00,1421.00,1375.00,1382.75,1375.00,1388.45,82,796,1109766.00,
531979,HIND ALUMIN ,X ,Q,125.50,126.05,122.50,122.95,122.95,121.10,158,8198,1019043.00,
531996,ODYSSEY CORP,X ,Q,1.37,1.37,1.37,1.37,1.37,1.31,1,20,27.00,
532005,SAM INDUS.  ,X ,Q,19.35,19.35,19.35,19.35,19.35,18.45,3,556,10758.00,
532007,SHREEVAT.FIN,XT,Q,5.53,5.53,5.02,5.09,5.52,5.28,16,7000,35645.00,
532015,GRAVITY (I) ,XT,Q,3.01,3.01,3.01,3.01,3.01,2.87,2,5050,15200.00,
532022,FILAT FASH  ,X ,Q,2.50,2.99,2.50,2.99,2.99,2.80,13,13500,38725.00,
532033,JAIN STUDIOS,T ,Q,3.38,3.38,3.38,3.38,3.38,3.37,4,700,2366.00,
532035,UNISTAR MULT,X ,Q,3.08,3.08,2.80,2.80,2.80,2.94,4,76400,214032.00,
532039,ZENOTECH    ,X ,Q,45.50,46.60,45.00,45.40,46.30,46.75,38,17049,782054.00,
532041,HINDUSTN BIO,XT,Q,0.70,0.70,0.70,0.70,0.70,0.70,1,500,350.00,
532051,SWELECT     ,B ,Q,405.40,412.00,398.15,406.75,406.75,413.80,51,1293,528404.00,
532053,WALLFORT FIN,X ,Q,126.90,126.90,113.55,116.85,116.85,117.25,71,8051,948272.00,
532054,KDDL LTD    ,B ,Q,489.50,498.00,475.75,486.00,486.00,504.15,90,1568,759367.00,
532056,ADINATH EXIM,XT,Q,24.25,25.00,24.25,25.00,25.00,25.50,3,516,12525.00,
532067,KILPEST (I) ,XT,Q,143.85,143.85,134.00,135.50,135.50,137.15,11,263,36280.00,
532081,KSERASERA   ,T ,Q,0.27,0.27,0.27,0.27,0.27,0.26,11,114724,30975.00,
532090,VANDANA     ,XT,Q,0.21,0.21,0.19,0.21,0.21,0.20,13,58144,12149.00,
532097,MUKAND ENGG.,B ,Q,41.90,42.35,40.30,41.50,41.50,40.85,179,46663,1913025.00,
532100,INDO-CITY IN,XT,Q,4.53,4.53,4.53,4.53,4.53,4.53,7,10275,46545.00,
532114,AREALTY     ,X ,Q,1.76,1.76,1.76,1.76,1.76,1.68,3,2000,3520.00,
532121,DENA BANK   ,A ,Q,20.30,20.45,20.00,20.05,20.00,20.30,199,52255,1052212.00,
532123,BSE  INFRA  ,B ,Q,4.35,4.35,4.15,4.25,4.25,4.30,14,5840,24700.00,
532129,HEXAWARE TEC,A ,Q,404.00,415.40,403.30,408.80,409.70,403.30,1767,106320,43540465.00,
532134,BANKBARODA  ,A ,Q,153.00,153.00,149.30,150.60,150.60,152.95,2764,619803,93472010.00,
532141,ANDHRA CEMEN,T ,Q,12.40,12.40,11.50,11.99,12.00,11.81,89,35612,428655.00,
532143,SKM EGG PROD,B ,Q,92.50,93.60,90.80,91.35,91.35,92.00,108,6718,618741.00,
532144,WELCORP     ,A ,Q,147.00,147.70,144.45,146.40,146.40,146.75,363,33188,4858656.00,
532145,H.S.(I) LTD.,X ,Q,9.67,11.75,9.67,11.33,11.33,11.06,20,4520,50235.00,
532149,BNK OF INDIA,A ,Q,115.40,115.50,111.60,112.25,112.25,115.50,2933,605721,68313473.00,
532150,INDRAPRAST  ,B ,Q,50.40,50.75,50.25,50.55,50.55,50.35,65,6115,308749.00,
532155,GAIL (I) LTD,A ,Q,331.05,335.00,322.40,326.75,326.75,331.95,3246,85748,28137515.00,
532156,VAIBHAVGBL  ,B ,Q,714.90,714.90,683.40,691.60,691.00,689.90,145,1093,753387.00,
532162,JK PAPER    ,B ,Q,148.00,148.00,143.10,144.15,144.30,145.80,517,62201,8989201.00,
532163,SAREGAMA (I),B ,Q,738.00,749.00,720.00,729.60,720.00,736.35,198,3831,2786076.00,
532167,OMKAR PHARM.,XT,Q,10.15,10.15,10.15,10.15,10.15,9.67,1,50,507.00,
532172,SPHEREGSL   ,B ,Q,33.50,33.75,32.70,33.75,33.75,33.40,10,1764,59124.00,
532173,CYBERTECH   ,B ,Q,68.05,69.60,68.00,68.15,69.60,69.25,24,2194,149801.00,
532174,ICICI BANK  ,A ,Q,289.80,289.80,282.40,284.10,284.10,288.90,5359,799653,227633127.00,
532175,CYIENT      ,A ,Q,632.00,640.00,626.25,632.30,632.30,637.65,569,10823,6842833.00,
532178,ENGINRS.(I) ,A ,Q,162.00,163.15,158.65,159.90,159.90,162.40,726,76892,12328460.00,
532179,CORPN.BANK  ,A ,Q,32.05,32.05,31.05,31.35,31.35,32.05,114,27569,866831.00,
532180,DHANALAK.BNK,B ,Q,22.80,22.95,22.70,22.85,22.90,23.05,79,29522,674121.00,
532181,GUJ.MINERAL ,A ,Q,135.25,136.10,132.65,133.45,133.00,136.20,121,7869,1055796.00,
532183,GAYATRI SUGR,X ,Q,10.25,10.30,9.93,10.03,10.03,9.94,650,453455,4584924.00,
532187,INDUSIND BNK,A ,Q,1850.05,1861.40,1839.95,1857.55,1858.00,1847.10,831,17550,32487441.00,
532189,INDIA TOURIS,B ,Q,464.60,502.40,457.65,487.40,487.40,461.25,2440,73001,35772542.00,
532209,J & K BANK  ,A ,Q,59.05,59.05,57.80,58.20,58.20,59.60,402,32401,1894005.00,
532210,CITY UNION  ,A ,Q,180.00,180.60,179.50,180.15,180.15,178.95,132,9806,1766512.00,
532212,ARCHIES LTD ,B ,Q,35.25,39.10,34.85,36.40,36.40,35.00,1226,125845,4683545.00,
532215,AXIS BANK   ,A ,Q,550.00,552.00,534.10,539.50,539.50,546.00,5536,541071,292089018.00,
532218,SOUTH IND.BK,A ,Q,25.55,25.70,24.90,25.60,25.60,25.55,688,467067,11868924.00,
532219,ENERGY DEV. ,B ,Q,25.00,25.70,24.10,24.20,24.10,25.35,139,19664,479403.00,
532221,SONATA SOFT.,B ,Q,338.00,339.80,331.00,333.05,331.00,336.20,710,27898,9346266.00,
532230,BENGAL TEA &,X ,Q,55.15,55.30,55.15,55.25,55.25,58.00,4,150,8285.00,
532234,NAT.ALUM    ,A ,Q,73.70,75.80,73.10,74.90,74.90,72.20,7208,2371713,175758571.00,
532240,INDIA NIPPON,B ,Q,512.85,512.85,495.00,497.90,499.80,505.30,50,1056,528054.00,
532254,POLARIS     ,A ,Q,468.65,470.00,468.00,468.40,468.00,469.05,9,152,71213.00,
532256,NALWA SONS  ,B ,Q,1254.00,1350.00,1254.00,1324.25,1338.00,1221.05,16,100,132423.00,
532259,APAR INDUS. ,B ,Q,799.00,799.00,751.15,755.35,751.60,756.30,50,807,614269.00,
532268,ACCELYA     ,B ,Q,1329.00,1335.95,1310.00,1325.10,1320.00,1328.00,60,681,903212.00,
532271,CYBERMATE   ,X ,Q,2.90,2.90,2.63,2.64,2.65,2.76,48,41194,109497.00,
532275,LANDMARC LEI,XT,Q,0.57,0.60,0.56,0.60,0.60,0.58,6,5040,2883.00,
532276,SYNDICATE BN,A ,Q,60.70,60.70,58.55,58.90,58.90,60.55,1623,267156,15809144.00,
532281,HCL TECHNO  ,A ,Q,954.95,977.75,952.60,968.15,968.15,947.30,2179,73818,71471334.00,
532282,CASTEXTECH  ,T ,Q,4.60,4.60,4.35,4.50,4.48,4.57,89,88801,393710.00,
532284,TCFC FINANCE,X ,Q,37.80,37.80,33.90,35.60,36.75,35.95,16,1320,45981.00,
532285,GEOJITFSL   ,B ,Q,94.80,95.35,94.25,94.35,94.25,95.25,19,3049,289413.00,
532286,JINDAL STE  ,A ,Q,246.60,250.75,246.00,247.60,247.60,244.70,5185,947601,235248776.00,
532290,BLB LTD.    ,B ,Q,7.20,7.28,7.20,7.28,7.28,6.94,11,18487,133383.00,
532296,GLENMARK PHA,A ,Q,567.15,575.05,557.00,558.70,558.70,566.85,1017,32422,18299665.00,
532300,WOCKHARDT   ,A ,Q,771.00,780.00,754.65,762.35,762.35,769.15,1715,87086,66982836.00,
532301,TATA COFFEE ,B ,Q,126.50,127.00,124.20,125.80,125.80,127.35,346,25318,3181636.00,
532305,IND-SWIFT LA,B ,Q,66.80,66.80,63.00,63.50,65.00,65.00,11,1021,65048.00,
532307,MELSTAR INFO,T ,Q,3.09,3.09,3.09,3.09,3.09,3.25,1,20,61.00,
532309,GEPIL       ,B ,Q,865.00,872.05,850.05,855.20,855.20,867.25,48,15617,13354219.00,
532310,SHREE RAMA  ,B ,Q,12.11,12.84,12.04,12.70,12.70,12.67,25,15700,196932.00,
532313,MAHINDRALIFE,A ,Q,448.90,458.40,447.00,450.30,453.00,448.70,92,981,440245.00,
532316,S KUMARS.COM,XT,Q,1.16,1.23,1.16,1.23,1.23,1.18,4,1500,1817.00,
532318,GEMINI COMMU,T ,Q,1.31,1.31,1.31,1.31,1.31,1.25,4,451,590.00,
532321,CADILA HEALT,A ,Q,389.05,393.55,388.00,389.40,389.40,388.15,673,22073,8610002.00,
532323,SHIVA CEMENT,X ,Q,29.20,29.70,28.55,28.80,28.95,29.10,359,170891,4923244.00,
532324,CINEVISTA   ,B ,Q,11.35,11.89,11.00,11.02,11.89,11.08,9,6661,73698.00,
532326,INTENS TECH ,B ,Q,79.95,81.95,79.00,79.05,79.00,78.15,60,13567,1093285.00,
532329,DANLAW TECH.,X ,Q,77.70,77.70,75.85,76.05,76.00,75.85,18,2761,210330.00,
532330,BIOPAC INDIA,XT,Q,24.10,24.90,23.70,24.85,24.85,24.90,13,2291,55516.00,
532331,AJANTA PHARM,A ,Q,1390.50,1390.50,1370.05,1375.65,1375.00,1380.95,448,12031,16566863.00,
532339,COMPUCOM SOF,B ,Q,14.48,14.48,13.71,14.37,14.39,13.95,113,40304,573900.00,
532341,IZMO        ,B ,Q,115.80,116.40,111.75,113.15,113.15,115.40,420,30862,3510579.00,
532342,COMMEX TECH ,XT,Q,0.63,0.66,0.60,0.66,0.66,0.63,25,38773,24329.00,
532343,TVS MOTOR L ,A ,Q,636.05,642.35,628.80,630.00,632.25,641.30,1473,546963,344762650.00,
532345,GATI LTD.   ,A ,Q,100.50,101.70,99.25,99.70,99.70,100.90,570,57509,5771965.00,
532348,SUBEX LTX   ,B ,Q,8.12,8.15,8.04,8.11,8.11,8.07,277,364012,2950941.00,
532349,TRANSPORT CO,B ,Q,285.00,294.00,285.00,287.40,286.55,284.85,135,3127,908447.00,
532350,PADMALAYA TE,XT,Q,4.13,4.13,4.13,4.13,4.13,3.94,12,6382,26357.00,
532351,AKSH OPTIFIB,B ,Q,36.75,38.50,36.15,38.20,38.20,36.75,1015,333459,12560079.00,
532355,PICTURHOUSE ,X ,Q,3.86,4.30,3.86,4.00,4.00,3.83,18,12156,49523.00,
532356,TRIVENI ENGG,B ,Q,46.40,46.40,44.70,44.85,45.00,46.10,333,56785,2562571.00,
532357,MUKTA ARTS  ,B ,Q,65.80,67.45,65.00,66.55,67.00,66.30,55,5601,371226.00,
532359,HITKIT GLOB ,X ,Q,0.35,0.35,0.35,0.35,0.35,0.35,1,1400,490.00,
532362,NAGPUR POWER,X ,Q,36.05,39.00,36.05,36.15,36.10,38.35,15,1560,56832.00,
532365,DYNACONS SYS,B ,Q,40.00,41.30,39.50,40.05,40.05,40.60,13,1225,49229.00,
532366,PNB GILTS   ,B ,Q,39.10,40.00,37.40,38.50,38.60,39.40,402,106764,4094158.00,
532368,YBRANTDIGI  ,T ,Q,5.60,5.62,5.13,5.13,5.13,5.39,220,143761,749656.00,
532369,RAMCO INDS. ,B ,Q,277.05,277.05,267.05,270.25,270.25,274.60,367,22557,6127925.00,
532370,RAMCO  SYSTM,B ,Q,475.00,479.00,459.00,465.80,465.80,481.10,1397,32309,15044066.00,
532371,TATA TELESER,B ,Q,6.59,6.59,6.26,6.37,6.39,6.45,157,65886,419696.00,
532372,VIRINCHI    ,X ,Q,121.00,123.40,119.00,120.10,119.00,121.75,175,17908,2152104.00,
532373,WEPSOLN     ,X ,Q,42.95,43.80,41.00,41.95,41.95,41.80,19,4565,190010.00,
532374,STER TECH   ,A ,Q,329.00,332.60,320.85,328.95,328.95,328.40,5675,171337,55843859.00,
532375,TIPSINDUSTR ,B ,Q,112.95,119.35,107.20,119.35,119.35,108.50,147,6585,751469.00,
532376,MRO-TEK     ,T ,Q,19.75,19.75,19.75,19.75,19.75,18.85,1,25,493.00,
532378,UNIVERSAL A ,XT,Q,0.80,0.80,0.80,0.80,0.80,0.84,1,100,80.00,
532379,FIRSTOBJ    ,XT,Q,15.55,15.55,14.85,15.55,15.55,14.85,7,1197,18561.00,
532380,BABA ARTS   ,X ,Q,2.63,2.99,2.63,2.94,2.96,2.96,30,8144,23792.00,
532382,BALAJI TELE.,B ,Q,134.50,138.10,133.50,137.05,137.05,134.30,105,15616,2114141.00,
532384,TYCHE INDS  ,X ,Q,110.05,119.90,105.65,112.60,113.50,110.45,47,4133,460637.00,
532386,CALIFORN.SOF,B ,Q,36.00,37.00,35.10,35.20,35.20,37.70,11,378,13466.00,
532387,PRITISHN COM,B ,Q,16.90,16.90,16.60,16.60,16.60,17.75,9,555,9362.00,
532388,INDIAN OVER.,A ,Q,18.20,18.20,17.95,18.05,17.95,18.25,106,22763,411337.00,
532390,TAJ GVK HOTL,B ,Q,172.65,172.65,169.10,170.15,169.10,170.80,61,2102,359548.00,
532391,OPTO CIRCUIT,B ,Q,10.00,10.14,9.95,10.07,10.09,10.11,168,462716,4661749.00,
532392,CREATIVE EYE,B ,Q,4.28,4.28,4.28,4.28,4.28,4.50,2,440,1883.00,
532395,AXISCADES   ,B ,Q,173.00,173.00,165.10,167.30,167.10,172.35,508,19458,3266012.00,
532398,UMESL       ,B ,Q,1.43,1.43,1.43,1.43,1.43,1.50,1,100,143.00,
532400,KPIT        ,A ,Q,221.00,224.40,219.60,222.50,222.20,220.70,560,45899,10223403.00,
532401,VIJAYA BANK ,A ,Q,56.60,56.65,55.75,55.90,55.75,56.40,357,73780,4134460.00,
532406,AVANTEL LTD ,X ,Q,561.50,590.00,561.50,576.80,576.80,576.95,109,10435,6006282.00,
532407,MOSCHIP SEMI,X ,Q,31.65,32.00,31.35,31.65,31.40,31.75,95,45601,1445966.00,
532408,MEGASOFT LTD,B ,Q,12.80,12.80,12.80,12.80,12.80,12.89,5,3000,38400.00,
532410,TRANSCORP IN,X ,Q,33.45,34.20,33.00,33.00,33.00,35.50,40,16758,553144.00,
532413,CEREBRA INTE,B ,Q,63.30,63.60,59.95,63.05,63.05,62.25,1447,456275,28589421.00,
532414,IKF TECHNO  ,XT,Q,0.58,0.64,0.58,0.64,0.64,0.61,40,80411,50462.00,
532416,MID-DAY MULT,B ,Q,14.95,14.95,14.55,14.85,14.85,14.85,19,2561,37988.00,
532418,ANDHRA BANK ,A ,Q,45.05,45.05,43.85,43.95,43.95,44.95,747,249043,10989618.00,
532419,SMARTLINK   ,B ,Q,106.80,108.50,105.30,107.00,107.00,107.15,489,24071,2577541.00,
532424,GODREJ CONS ,A ,Q,1079.75,1085.55,1071.50,1076.00,1076.90,1077.70,549,15278,16462715.00,
532425,GULSHAN CHEM,XT,Q,4.00,4.00,4.00,4.00,4.00,3.83,1,50,200.00,
532430,BF UTILI    ,A ,Q,404.00,407.00,398.30,401.35,401.35,403.40,2541,110365,44452877.00,
532432,UNITD SPR   ,B ,Q,3385.00,3566.40,3360.00,3459.35,3459.35,3349.30,2782,40084,137337808.00,
532439,GOLDST INFRA,B ,Q,182.00,182.00,175.00,175.50,175.50,176.75,107,6179,1099391.00,
532440,MPS LTD     ,B ,Q,508.85,512.55,508.05,510.30,510.30,510.00,39,873,445414.00,
532441,RNBOWDENIM  ,XT,Q,5.12,5.12,5.12,5.12,5.12,5.32,1,40,204.00,
532443,CERA SANITAR,B ,Q,3287.20,3448.00,3269.70,3392.30,3400.00,3266.40,177,624,2084500.00,
532444,T. SPIRITUAL,XT,Q,1.05,1.05,1.05,1.05,1.05,1.07,1,2000,2100.00,
532454,BHARTI ARTL ,A ,Q,386.20,391.10,383.55,384.55,384.10,385.55,3265,308833,119455821.00,
532455,SHALIMAR WIR,X ,Q,22.15,22.25,20.55,22.25,22.25,20.25,130,35622,768051.00,
532456,COMPUAGE INF,B ,Q,43.60,44.70,43.60,44.25,44.25,43.55,76,13347,591642.00,
532457,GULSHAN POLY,B ,Q,73.60,73.60,71.80,73.15,73.25,73.05,30,6801,496985.00,
532459,AUNDE IND   ,XT,Q,57.50,59.75,57.20,59.75,59.75,57.00,4,600,34660.00,
532461,PUNJAB NATIO,A ,Q,103.90,104.00,101.30,102.00,102.00,105.20,5882,1850134,189515500.00,
532466,ORACLE FIN  ,A ,Q,3918.00,3960.90,3865.05,3936.70,3915.00,3925.20,303,1098,4297016.00,
532468,KAMAHOLDING ,B ,Q,4485.00,4485.00,4350.00,4350.00,4350.00,4348.25,3,3,13185.00,
532475,APTECH LTD  ,B ,Q,269.90,272.90,264.80,268.55,268.55,266.70,1917,122645,33092131.00,
532477,UNION BANK L,A ,Q,104.50,104.50,100.10,101.05,101.05,103.35,2048,600223,60787125.00,
532478,UNITED BREWA,A ,Q,1000.00,1021.35,993.40,1019.10,1019.95,993.10,881,8357,8473671.00,
532479,ISMT LTD    ,B ,Q,9.50,9.80,9.50,9.80,9.80,9.34,83,77563,759315.00,
532480,ALLAHABAD BK,A ,Q,54.95,54.95,53.50,54.05,54.05,54.85,697,180508,9755236.00,
532481,NOIDA-TOLL B,B ,Q,12.50,12.50,12.00,12.18,12.15,12.54,77,28163,341071.00,
532482,GRANULES (I),A ,Q,108.90,109.50,107.90,108.75,109.10,108.10,540,41792,4539133.00,
532483,CANARA BANK ,A ,Q,284.30,286.00,275.00,280.65,280.65,286.70,3098,477775,134420118.00,
532485,BALMER LA.IN,B ,Q,385.00,394.50,384.00,388.55,386.00,386.50,93,2986,1157067.00,
532486,POKARNA LTD ,B ,Q,199.80,199.80,191.55,194.40,195.00,193.25,29,986,191411.00,
532488,DIVI'S LAB. ,A ,Q,1162.00,1162.00,1112.00,1123.75,1121.10,1144.35,519,16960,19064112.00,
532493,ASTRA MICRO ,A ,Q,84.85,84.85,82.70,83.10,83.10,83.90,324,32160,2683722.00,
532497,RADICOKHAIT ,A ,Q,372.70,375.00,363.35,371.55,371.55,371.20,2009,171518,63074287.00,
532498,SHRMCITYUN  ,A ,Q,2284.25,2284.25,2261.95,2267.65,2266.85,2278.70,16,61,138287.00,
532500,MARUTISUZUK ,A ,Q,9279.40,9345.00,9216.05,9297.75,9297.75,9259.70,2719,18957,176090445.00,
532503,RAJAPAMILLS ,X ,Q,1215.20,1236.95,1201.00,1201.05,1201.05,1214.15,28,391,476220.00,
532504,NAVIN FLUORI,A ,Q,784.90,789.45,770.25,775.80,776.95,779.70,190,2949,2289604.00,
532505,UCOBANK     ,A ,Q,22.90,22.95,22.40,22.45,22.45,23.00,210,53031,1197940.00,
532507,BAG FIL MED ,B ,Q,6.00,6.00,5.32,5.34,5.34,5.86,107,71626,398628.00,
532508,JSL         ,B ,Q,89.90,90.90,88.90,89.65,89.65,89.70,536,58179,5247642.00,
532509,SUPRAJIT ENG,B ,Q,283.75,288.95,277.50,279.15,282.00,285.15,156,3042,854852.00,
532511,EXCEL CROP. ,B ,Q,3322.45,3342.10,3270.00,3286.45,3286.45,3337.80,195,2179,7175699.00,
532513,TVSELE      ,B ,Q,407.60,486.95,400.60,486.95,486.95,405.80,8448,295671,136295441.00,
532514,INDRA GAS   ,A ,Q,299.95,299.95,292.20,294.55,294.55,296.25,2897,128573,38058249.00,
532515,TV TODAY    ,B ,Q,488.85,492.40,474.25,478.05,478.05,485.05,528,14055,6773191.00,
532518,FLORENCE    ,X ,Q,1961.00,2000.00,1960.00,1998.85,2000.00,1915.05,9,115,225760.00,
532521,PALRED      ,B ,Q,78.40,79.25,75.25,77.10,77.00,78.70,14,781,60993.00,
532522,PETRONET LNG,A ,Q,237.60,241.85,235.00,235.90,235.90,236.15,1971,80007,19107756.00,
532523,BIOCON LTD. ,A ,Q,616.30,622.30,610.25,613.15,611.50,617.90,1312,87091,53503702.00,
532524,PTC INDIA   ,A ,Q,95.85,96.10,93.25,94.70,94.70,95.65,477,2924166,275180609.00,
532525,BANK MAHA   ,B ,Q,14.75,14.80,14.50,14.65,14.60,14.75,130,48997,715226.00,
532527,RK FORGINGS ,B ,Q,830.00,838.00,828.00,834.85,831.10,827.35,67,633,528225.00,
532528,DATAM GLOB  ,B ,Q,121.00,125.50,119.30,122.50,122.50,120.80,1446,78462,9663972.00,
532529,NDTV        ,B ,Q,44.00,44.00,44.00,44.00,44.00,44.45,1,25,1100.00,
532531,STAR        ,A ,Q,652.00,654.60,639.95,641.85,641.85,650.25,866,20377,13181517.00,
532532,JAIPRA      ,A ,Q,20.50,21.75,20.00,20.90,20.90,20.40,7608,12089254,254026380.00,
532538,ULTRATECH CM,A ,Q,3924.45,3937.70,3890.75,3921.40,3911.50,3930.65,576,3778,14768517.00,
532539,MINDA IND   ,B ,Q,1136.45,1145.10,1113.10,1122.50,1130.00,1125.80,380,6315,7117808.00,
532540,TCS LTD.    ,A ,Q,2950.00,3026.90,2947.20,3015.50,3015.50,2931.85,4638,92455,276816274.00,
532541,NIITTECH    ,A ,Q,904.90,904.90,882.85,891.05,888.00,886.75,1643,57594,51543212.00,
532543,GULFPETRO   ,B ,Q,79.85,81.00,79.05,80.40,80.95,79.90,167,16519,1316239.00,
532548,CENTURYPLY  ,A ,Q,350.75,352.35,343.45,351.50,352.00,350.20,171,5599,1951537.00,
532553,WELENT      ,B ,Q,152.30,155.50,151.50,154.30,154.30,152.70,170,21488,3292512.00,
532555,NTPC LTD    ,A ,Q,169.90,170.25,167.75,168.40,168.40,168.35,1387,84414,14258309.00,
532604,SALSTEEL    ,B ,Q,8.99,8.99,8.30,8.67,8.75,8.54,38,2817,24519.00,
532605,JBM AUTO    ,B ,Q,435.05,435.05,425.15,428.55,425.60,435.35,147,2353,1012030.00,
532609,BHARATIDIL  ,Z ,Q,5.62,5.62,5.13,5.32,5.34,5.37,22,4852,25568.00,
532610,DWAR SUGAR  ,B ,Q,28.90,28.90,27.10,27.30,27.30,28.15,609,173877,4827897.00,
532612,INDOCO REM  ,B ,Q,221.00,223.80,220.15,222.80,223.35,223.70,95,1443,320203.00,
532613,VIPCLOTHNG  ,B ,Q,64.90,66.40,63.55,65.10,65.10,64.90,234,36580,2369024.00,
532614,IMPEX       ,T ,Q,1.02,1.02,1.00,1.00,1.00,1.02,6,1500,1510.00,
532616,XCHANGING   ,B ,Q,59.65,59.65,59.65,59.65,59.65,60.50,4,700,41755.00,
532617,JETAIRWAYS  ,A ,Q,617.00,622.00,602.15,616.00,616.00,619.20,5194,329681,201503847.00,
532621,MORARJETEX  ,B ,Q,44.40,44.90,43.50,44.70,44.70,45.40,19,2378,105709.00,
532622,GATEWAY DIST,A ,Q,185.00,185.90,182.10,183.10,183.50,185.00,82,2833,521272.00,
532624,JINDALPH    ,B ,Q,56.30,59.00,56.30,57.85,57.85,59.00,13,2153,126588.00,
532626,PONDY OXIDES,X ,Q,527.00,539.00,515.05,522.30,522.30,530.35,125,5091,2673479.00,
532627,JPPOWER     ,B ,Q,4.71,4.76,4.57,4.62,4.62,4.68,5182,4143407,19173560.00,
532628,3I INFOTECH ,B ,Q,5.15,5.29,5.07,5.16,5.16,5.20,206,459931,2388212.00,
532629,MCNALLYB    ,B ,Q,63.30,63.30,61.75,61.90,61.90,62.70,28,5420,337546.00,
532630,GOKALDAS    ,B ,Q,89.50,91.15,88.45,89.60,89.25,89.30,115,5361,481357.00,
532633,ALLSEC TECH ,B ,Q,333.00,344.00,333.00,338.55,333.00,335.05,17,2746,941354.00,
532636,IIFL        ,A ,Q,791.60,798.15,772.95,780.95,780.30,785.00,658,14719,11599319.00,
532637,MAN DRUGORG ,B ,Q,175.60,176.75,170.65,171.40,171.40,176.40,99,7433,1284067.00,
532638,SHOPPER STOP,A ,Q,554.45,575.00,554.40,563.10,563.10,556.90,88,1222,687364.00,
532640,CYBER MEDIA ,T ,Q,12.40,12.40,11.50,11.50,11.50,12.10,12,6296,72413.00,
532641,NDL         ,B ,Q,131.20,133.25,131.20,132.65,133.00,132.50,49,3000,397009.00,
532642,JSWHL       ,B ,Q,1850.00,1860.00,1834.10,1844.05,1844.05,1822.55,29,127,234142.00,
532644,JK CEMENT   ,B ,Q,940.00,980.00,932.00,973.45,970.10,950.85,259,2197,2107257.00,
532646,UNIPLY IND  ,B ,Q,408.40,408.80,385.00,405.85,407.90,410.55,53,1403,568335.00,
532647,PROVOGUE IND,B ,Q,5.40,5.40,5.06,5.06,5.06,5.36,18,7213,38400.00,
532648,YES BANK    ,A ,Q,320.00,320.00,310.50,312.00,312.00,319.20,6962,1419103,445387979.00,
532649,NECTAR LIFE ,B ,Q,29.10,29.35,28.30,28.45,28.45,29.20,153,29339,839569.00,
532650,MSP STEEL   ,B ,Q,17.35,18.25,17.30,18.10,18.25,18.25,9,2001,35322.00,
532651,SPL INDS    ,B ,Q,24.10,27.90,24.10,25.50,25.50,26.15,16,493,12895.00,
532652,KARNATAKA BK,A ,Q,126.00,126.00,123.00,123.90,124.00,125.05,1075,191960,23813316.00,
532654,MCLEOD RUSSE,A ,Q,164.00,164.90,158.40,160.45,160.45,163.80,340,26356,4242674.00,
532656,FACOR ALLOYS,X ,Q,2.50,2.50,2.23,2.30,2.30,2.30,50,78024,180818.00,
532658,EON ELECT   ,B ,Q,89.00,91.00,88.00,88.55,88.15,91.05,25,2174,194984.00,
532659,IDFC        ,A ,Q,52.95,52.95,51.00,52.75,52.75,52.40,1234,389249,20385792.00,
532660,VIVIMED LABS,B ,Q,77.90,78.50,77.40,77.70,77.95,78.15,253,96422,7528809.00,
532661,RANE MADRAS ,B ,Q,960.70,964.95,950.00,956.55,963.00,959.85,157,2247,2148789.00,
532662,HT MEDIA    ,B ,Q,85.65,85.80,83.00,83.55,83.75,85.65,1568,37601,3176050.00,
532663,SASKEN      ,B ,Q,748.00,748.00,728.10,730.30,730.30,744.85,28,312,230664.00,
532666,FCS SOFTWARE,T ,Q,0.35,0.36,0.35,0.36,0.35,0.36,23,124888,44708.00,
532667,SUZLONENERGY,A ,Q,12.30,12.30,12.04,12.14,12.14,12.20,1259,1739970,21119955.00,
532668,AURIONPRO SO,B ,Q,234.10,241.90,231.05,239.10,239.10,233.45,245,14272,3415761.00,
532669,SOUTHBIOTEC ,XT,Q,2.69,2.96,2.69,2.85,2.85,2.82,11,6415,18147.00,
532670,RENUKA SUGAR,A ,Q,15.80,15.80,15.55,15.60,15.60,15.60,188,93626,1461793.00,
532673,KM SUGARMILL,B ,Q,12.85,14.40,12.75,14.08,14.14,12.49,1020,515581,7175933.00,
532674,BANNARI AMMA,B ,Q,248.50,253.95,248.50,253.95,253.95,253.00,2,101,25103.00,
532676,PBA INFRASTR,T ,Q,13.00,13.00,12.64,12.99,12.99,13.30,19,2691,34526.00,
