SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500575,VOLTAS LTD  ,A ,Q,638.10,638.10,631.00,633.35,633.35,634.15,1512,33650,21322687.00,
500620,GREAT EASTE ,A ,Q,338.90,342.75,338.90,340.60,340.55,339.50,84,2216,755711.00,
500645,DEEPAK FERT.,A ,Q,350.50,363.00,345.00,359.60,362.55,352.10,644,25305,8959331.00,
500650,EXCEL INDUST,B ,Q,1147.30,1164.95,1135.00,1149.10,1149.10,1128.00,309,5443,6246699.00,
500655,GARWARE POLY,X ,Q,175.20,175.20,170.00,170.40,170.00,175.95,15,1048,179627.00,
500660,GLAXOSMITH  ,A ,Q,2300.00,2315.00,2258.60,2299.10,2299.10,2290.80,132,786,1801049.00,
500670,GUJ.NARMADA ,A ,Q,401.00,401.20,390.05,393.10,393.10,398.70,5216,160729,63309221.00,
500672,NOVARTIS    ,B ,Q,631.00,634.50,624.00,629.80,628.00,629.95,130,3078,1934784.00,
500674,SANOFI      ,A ,Q,5044.00,5140.00,5019.85,5094.05,5043.00,5055.00,67,146,738725.00,
500676,GLAXOSMITHKL,A ,Q,6100.00,6100.00,5960.35,6001.40,5979.35,6130.35,139,506,3047814.00,
500680,PFIZER LTD. ,A ,Q,2124.60,2124.60,2091.10,2096.90,2096.90,2121.75,130,653,1374573.00,
500690,GUJ.ST.FERT ,A ,Q,125.85,126.35,123.40,124.20,124.20,125.40,716,104927,13096165.00,
500696,HIND UNI LT ,A ,Q,1382.70,1420.00,1382.70,1408.90,1415.00,1390.90,1903,149593,210142952.00,
500710,AKZOINDIA   ,B ,Q,1918.00,1926.65,1911.05,1917.35,1911.05,1921.40,59,326,625309.00,
500730,NOCIL LTD   ,B ,Q,212.00,213.75,210.05,210.60,210.60,213.35,811,88849,18819774.00,
500770,TATA CHEM.  ,A ,Q,719.55,720.50,712.30,716.85,715.30,720.65,575,15099,10806000.00,
500777,T.P.L.      ,B ,Q,54.05,54.05,52.50,53.40,53.70,54.10,58,6513,346957.00,
500780,ZUARIGLOB   ,B ,Q,190.45,191.60,186.55,188.05,188.00,191.10,69,2910,548065.00,
500790,NESTLE (I)  ,A ,Q,8510.30,8510.30,8392.90,8473.60,8473.60,8503.45,414,1662,14064342.00,
500800,TATAGLOBAL  ,A ,Q,274.20,276.40,271.50,274.30,274.30,275.20,939,118699,32459864.00,
500820,ASIAN PAINTS,A ,Q,1156.00,1159.50,1142.00,1155.50,1155.50,1155.30,679,16960,19533504.00,
500825,BRITANIA IND,A ,Q,5126.00,5200.00,5111.15,5136.10,5144.00,5136.00,383,1830,9398462.00,
500830,COLGATE PALM,A ,Q,1093.00,1100.00,1088.00,1097.35,1097.35,1091.15,730,12646,13874072.00,
500840,EIH LTD.    ,B ,Q,167.00,167.15,165.10,166.10,165.55,166.65,134,8904,1480892.00,
500850,INDIAN HOTEL,A ,Q,135.20,136.45,134.00,134.90,135.85,134.90,427,66051,8928974.00,
500870,CASTROL     ,A ,Q,208.00,208.40,205.70,206.35,206.50,208.00,622,34896,7221573.00,
500875,ITC LTD.    ,A ,Q,266.50,267.30,263.30,264.80,264.80,266.35,1915,1220079,323242424.00,
500877,APOLLO TYRES,A ,Q,291.00,291.60,285.95,287.05,287.90,290.75,857,111257,32024131.00,
500878,CEAT LIMITED,A ,Q,1632.00,1634.45,1597.05,1612.10,1605.00,1625.95,1039,45594,73532516.00,
500890,MODI RUBBER ,T ,Q,92.40,92.40,85.00,91.15,85.00,88.00,2,6,547.00,
500940,FINOLEX IND.,A ,Q,659.95,662.00,655.00,656.15,656.15,656.25,167,4626,3037834.00,
501150,CENTRUM CAP ,B ,Q,61.95,62.45,61.00,61.50,61.50,61.50,709,126652,7814950.00,
501179,OSCAR INV.  ,X ,Q,88.70,93.00,88.00,91.65,89.05,88.70,27,434,39741.00,
501242,TCI FINANCE ,B ,Q,33.70,34.10,31.95,33.05,33.05,33.60,319,50246,1653641.00,
501295,INDUS.INV.TR,B ,Q,115.15,115.15,115.15,115.15,115.15,105.00,1,100,11515.00,
501298,INDUS.&PRUD.,X ,Q,1291.00,1291.00,1280.00,1280.00,1280.00,1288.25,5,60,76915.00,
501301,TATA INVEST.,B ,Q,789.00,828.95,780.00,812.00,817.80,786.05,645,9231,7458910.00,
501370,WALCHAND PF ,X ,Q,137.55,137.55,135.00,135.00,135.00,134.40,3,75,10252.00,
501391,W.H.BRADY   ,X ,Q,173.85,174.00,165.50,167.10,165.50,178.00,7,205,34422.00,
501421,SOLIX TECHNO,XT,Q,99.95,99.95,99.95,99.95,99.95,95.50,1,1,99.00,
501423,SHA ENG PLA ,X ,Q,1197.90,1399.00,1160.10,1370.15,1367.00,1173.90,754,23303,31164852.00,
501425,BOM.BURMAH  ,A ,Q,1238.85,1266.70,1225.00,1258.45,1258.45,1229.20,1387,25328,31594755.00,
501430,BOM.CYCLE   ,X ,Q,1886.20,1990.00,1886.20,1990.00,1990.00,1900.00,5,6,11833.00,
501455,GREAVES COTT,A ,Q,122.35,122.35,120.00,120.65,120.65,122.65,482,56848,6870990.00,
501700,INDIA NIVEH ,X ,Q,39.00,39.15,39.00,39.10,39.10,39.00,71,6410,250265.00,
501827,CENTRAL RLY ,XT,Q,448.90,448.90,448.90,448.90,448.90,472.50,1,5,2244.00,
501833,CHOWGULE ST ,XT,Q,12.90,13.45,12.35,13.45,13.45,12.90,7,3150,40402.00,
501848,GLOBAL OFFS ,B ,Q,29.00,30.45,28.95,29.30,29.25,27.90,163,24838,737978.00,
502015,ASIIL       ,X ,Q,35.55,35.55,32.45,34.05,34.05,34.05,49,7236,242838.00,
502090,SAGAR CEM.  ,B ,Q,947.15,959.00,918.55,942.45,950.00,943.90,151,2014,1894632.00,
502137,DECAN CEMENT,B ,Q,519.00,519.00,510.00,514.95,514.95,514.70,21,92,47200.00,
502157,MANGALAM CEM,B ,Q,327.40,327.40,318.25,320.90,320.90,322.85,73,2554,819586.00,
502165,OCL INDIA L ,B ,Q,1317.45,1345.00,1312.80,1336.20,1325.00,1314.10,51,799,1059277.00,
502168,N C L IND.  ,B ,Q,255.00,255.00,242.80,247.30,247.30,246.10,110,2524,620392.00,
502175,SAURAS.CEM. ,X ,Q,74.80,74.90,73.15,73.30,73.55,74.45,90,8132,601872.00,
502180,SRI DIGV CEM,X ,Q,24.70,24.90,24.25,24.50,24.65,24.95,118,47999,1171612.00,
502219,BOROSIL GLAS,B ,Q,904.70,906.95,895.05,902.45,902.45,901.40,210,3503,3159888.00,
502250,MARATH.REFRA,XT,Q,290.00,290.00,290.00,290.00,290.00,290.00,1,91,26390.00,
502281,TRIVENI GLAS,XT,Q,16.50,17.85,16.50,16.80,16.80,17.05,10,575,9770.00,
502330,IPAPPM      ,B ,Q,312.00,315.20,308.15,313.15,313.85,312.80,143,4455,1384494.00,
502355,BALKRISH IND,A ,Q,1280.00,1314.15,1274.50,1288.65,1288.65,1265.30,2320,85094,110173556.00,
502407,NATH PULP   ,X ,Q,43.05,43.05,43.00,43.00,43.00,43.05,10,966,41540.00,
502420,ORIENT PAPER,B ,Q,45.40,45.40,44.40,44.90,44.90,45.30,105,11248,504673.00,
502445,CITADEL     ,X ,Q,35.00,36.00,35.00,35.50,35.50,35.00,14,564,20206.00,
502448,ROLLATAINER ,B ,Q,6.41,6.41,5.81,5.83,6.04,6.11,24,8285,49141.00,
502450,SESHA.PAPER ,B ,Q,904.55,914.80,904.50,906.50,905.00,911.70,13,125,113218.00,
502587,RAMA PULP   ,X ,Q,60.15,60.15,59.15,59.80,59.90,60.00,28,2828,169060.00,
502742,SINTEX IND. ,A ,Q,20.00,20.00,19.30,19.60,19.60,19.75,532,331991,6486929.00,
502761,BLUE BLEND  ,B ,Q,22.90,22.90,21.55,22.00,22.00,21.50,27,6643,146375.00,
502820,DCM LTD.    ,B ,Q,99.55,102.00,97.05,100.35,97.70,99.05,79,2321,234789.00,
502865,FORBES & CO ,B ,Q,3759.00,3759.00,3660.10,3678.90,3671.05,3693.95,217,1193,4415502.00,
502873,H.P.COTTON  ,X ,Q,33.45,33.50,30.75,31.35,31.35,32.00,9,596,19396.00,
502893,UNITEDINT   ,X ,Q,18.65,18.65,18.65,18.65,18.65,18.65,2,1200,22380.00,
502901,JAMSHRI RANJ,XT,Q,13.70,13.70,13.70,13.70,13.70,13.05,4,50,685.00,
502937,KESORAM IND ,B ,Q,126.50,127.10,125.40,125.95,125.95,127.70,264,25005,3153480.00,
502958,LAKSHMI MILL,X ,Q,3402.05,3505.00,3402.05,3455.35,3455.00,3460.10,6,11,38249.00,
502986,VARDH TEXT  ,B ,Q,1242.00,1256.25,1234.95,1245.20,1241.70,1240.70,19,119,147995.00,
503015,MODERN INDIA,X ,Q,36.20,36.20,36.20,36.20,36.20,38.10,1,1,36.00,
503031,PENLAND LTD ,B ,Q,23.20,24.20,22.85,23.75,23.75,23.10,642,143579,3394661.00,
503100,PHOENIX MILL,B ,Q,584.00,597.85,582.05,588.30,583.00,574.00,562,8574,5058718.00,
503101,MARATHON NEX,B ,Q,236.30,241.00,230.00,233.30,231.30,236.30,69,2795,667969.00,
503127,RAJA BAHADUR,XT,Q,1449.00,1449.00,1385.00,1385.00,1385.00,1450.00,5,11,15619.00,
503162,REL.CHEMOTX ,X ,Q,88.05,90.80,85.55,86.00,86.00,89.15,18,1221,107304.00,
503169,RUBY MILLS  ,B ,Q,364.00,372.00,346.00,364.15,364.15,364.80,429,6930,2503836.00,
503310,SWAN ENG    ,A ,Q,177.65,179.90,173.00,177.65,177.65,178.60,681,132033,23221721.00,
503349,VICTORIA MIL,X ,Q,3490.80,3490.80,3487.00,3487.65,3487.65,3441.00,6,12,41848.00,
503657,VEER ENERGY ,X ,Q,33.90,34.65,32.50,33.20,33.20,33.35,606,253815,8632007.00,
503722,BANSW.SYNTEX,B ,Q,102.50,104.00,102.50,104.00,104.00,102.20,3,150,15449.00,
503776,MODIPON     ,XT,Q,21.70,21.70,21.70,21.70,21.70,22.80,1,50,1085.00,
503806,SRF LIMITED ,A ,Q,2046.20,2088.70,2045.00,2059.10,2060.00,2041.20,918,9696,20041122.00,
503811,SIYARAM SILK,B ,Q,749.90,749.90,721.05,723.75,722.20,737.80,82,630,460407.00,
503831,FOMENTO HOTE,X ,Q,123.20,124.00,123.20,124.00,124.00,128.70,5,320,39600.00,
503960,BHARAT BIJLE,B ,Q,1597.00,1602.00,1556.00,1563.05,1563.05,1581.35,416,4509,7116755.00,
504000,ELPRO INTER ,X ,Q,44.85,45.00,43.75,44.55,44.55,43.75,76,13858,615278.00,
504008,EMCO LTD.   ,B ,Q,12.60,12.65,12.25,12.50,12.50,12.55,75,12624,157233.00,
504028,GEE LTD     ,X ,Q,44.40,44.95,44.05,44.30,44.05,44.40,28,1527,68262.00,
504036,HIND.RECT   ,B ,Q,140.00,140.80,136.80,138.80,138.00,141.85,24,1064,148203.00,
504058,NIPPOBATRY  ,B ,Q,863.50,863.50,856.40,856.55,857.00,857.00,6,47,40281.00,
504067,ZENSAR TECH.,B ,Q,951.00,958.50,945.00,947.95,948.00,946.90,65,480,455992.00,
504076,JYOTI LTD.  ,XT,Q,67.10,69.40,67.10,68.85,68.90,68.70,32,180197,12418489.00,
504084,KAYCEE IND  ,X ,Q,7545.00,7550.00,7545.00,7550.00,7550.00,7450.00,6,19,143435.00,
504092,INDOKEM LTD.,X ,Q,21.00,21.00,19.70,20.15,20.15,21.45,61,10749,220895.00,
504093,PANA ENERG  ,X ,Q,375.00,375.00,361.30,368.85,369.00,365.55,75,5795,2136248.00,
504112,NELCO LTD.  ,B ,Q,184.30,184.30,184.30,184.30,184.30,193.95,67,9312,1716201.00,
504132,PERM MAGNETS,X ,Q,92.10,92.90,92.00,92.05,92.90,93.05,13,734,67579.00,
504176,HIGH ENERGY ,X ,Q,435.00,443.00,435.00,443.00,443.00,439.95,9,72,31336.00,
504180,STD.BATTERY ,X ,Q,9.05,9.05,9.05,9.05,9.05,9.10,1,1,9.00,
504212,UNIV.CABLE  ,B ,Q,140.10,143.00,140.00,142.45,142.45,140.70,19,2127,300589.00,
504220,W.S.INDUSTR.,B ,Q,7.10,7.39,7.10,7.39,7.39,7.12,20,2400,17547.00,
504258,LAKSHMI ELEC,X ,Q,643.00,657.00,643.00,650.80,645.10,646.20,15,331,214668.00,
504286,DELTA MAG   ,T ,Q,60.35,60.35,60.35,60.35,60.35,63.50,4,335,20217.00,
504341,RELTD       ,X ,Q,29.00,29.00,26.80,26.80,26.80,28.20,16,799,22548.00,
504351,EMPOWER     ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,1,10,4.00,
504392,KRISHNA VEN ,XT,Q,57.95,57.95,57.95,57.95,57.95,61.00,4,883,51169.00,
504605,UNI ABEX    ,XT,Q,645.00,646.90,590.00,592.05,592.05,616.10,4,53,34071.00,
504614,SARDA ENMIN ,B ,Q,455.35,463.50,454.95,458.05,458.05,453.90,157,4202,1929605.00,
504646,BHAGWATI AUT,X ,Q,118.00,118.00,114.00,115.40,115.00,115.10,16,527,61615.00,
504673,UNIV.PRIME  ,XT,Q,4.13,4.13,4.05,4.05,4.05,3.94,3,2510,10166.00,
504697,GALADA TELE.,X ,Q,4.32,4.60,4.22,4.60,4.60,4.39,7,225,991.00,
504701,GONTER PEIP ,XT,Q,6.86,7.30,6.86,6.86,6.86,7.22,5,189,1307.00,
504713,HIND.WIR LTD,X ,Q,48.00,48.00,46.55,46.55,46.55,49.00,3,150,7057.00,
504741,IND.HUME PIP,B ,Q,346.50,346.50,341.30,342.60,343.95,346.75,58,932,319589.00,
504746,IND.LINKCHAI,P ,Q,700.20,700.20,700.20,700.20,700.20,737.00,1,5,3501.00,
504786,INVEST &PREC,X ,Q,415.60,427.80,415.00,424.75,424.75,415.30,12,535,223680.00,
504879,ORIENT ABRAS,B ,Q,40.05,40.95,39.60,40.65,40.65,40.20,22,2286,91904.00,
504903,RATHI ST    ,Z ,Q,2.10,2.11,2.10,2.11,2.11,2.21,2,190,400.00,
504918,SANDUR MANG.,X ,Q,1229.00,1229.85,1193.00,1207.50,1207.50,1216.85,147,2312,2802515.00,
504959,STOVAC IND. ,X ,Q,3145.00,3145.00,3050.00,3081.85,3095.00,3050.50,41,174,535593.00,
504961,TATA YODOGAW,XT,Q,70.25,70.30,67.10,68.20,69.60,67.10,13,1075,73395.00,
504966,TINPLATE    ,B ,Q,224.50,233.00,221.05,228.15,228.15,223.85,4540,419116,95629889.00,
504973,TIFHL       ,A ,Q,664.55,666.00,652.50,659.80,654.10,658.95,47,1001,664101.00,
505010,AUTO AXLES  ,B ,Q,1642.40,1680.00,1629.85,1669.50,1660.00,1642.20,140,1632,2695027.00,
505029,ATLAS CYCLES,T ,Q,170.00,170.00,164.00,167.40,167.40,168.00,28,2637,435882.00,
505036,AUTO COR.GOA,X ,Q,1305.00,1339.00,1276.00,1311.70,1325.00,1303.95,76,776,1018150.00,
505075,SETCO AUTO  ,B ,Q,56.50,56.50,54.80,55.25,55.25,56.25,396,82042,4536641.00,
505141,SCOOTERS IND,T ,Q,60.00,61.90,60.00,61.80,61.80,60.00,15,1016,62250.00,
505160,TALBROS AUTO,B ,Q,323.00,324.20,317.00,320.45,320.45,322.30,62,2265,726891.00,
505163,ZF STEERING ,B ,Q,1066.00,1078.95,1059.00,1064.80,1059.00,1074.15,108,1405,1497820.00,
505192,SMLISUZU    ,B ,Q,779.70,784.30,772.80,776.55,775.85,774.20,94,1629,1267050.00,
505196,TIL LTD.    ,B ,Q,507.40,515.10,489.95,503.50,505.00,495.65,237,1397,705469.00,
505200,EICHER MOTOR,A ,Q,30050.00,30825.00,29924.30,30689.40,30689.40,29980.75,1402,3069,93497094.00,
505216,ALFRED HERB ,XT,Q,965.00,965.00,950.00,965.00,965.00,999.00,10,120,115351.00,
505230,CIMMCO      ,B ,Q,88.75,95.30,88.00,91.80,91.15,89.00,164,28522,2641138.00,
505232,VELJAN      ,X ,Q,1060.00,1060.00,1042.00,1043.60,1045.00,1068.90,9,122,127389.00,
505242,DYNAMAT.TECH,B ,Q,1830.00,1857.50,1816.35,1835.70,1840.00,1826.10,22,73,133701.00,
505250,G.G.DANDEKAR,X ,Q,88.60,88.60,80.00,85.30,82.05,81.70,21,562,47768.00,
505255,GMM PFAUDLER,B ,Q,735.30,744.50,730.00,738.55,736.50,739.85,41,2814,2077089.00,
505283,KIRLOSAR PN ,B ,Q,929.00,938.90,925.00,931.60,925.00,915.00,67,2156,2005653.00,
505299,KULK-POWER  ,X ,Q,63.00,67.75,61.10,67.45,67.75,61.60,193,37609,2517757.00,
505324,MANUGRAPH IN,B ,Q,47.90,48.00,47.15,47.50,47.50,48.50,15,1251,59631.00,
505343,MONOTYPE IND,X ,Q,1.33,1.33,1.33,1.33,1.33,1.47,22,32423,43122.00,
505355,NESCO LTD   ,B ,Q,563.50,567.00,561.35,562.95,562.95,563.15,59,3297,1858514.00,
505358,INTEGRA ENG ,X ,Q,58.00,61.70,58.00,61.20,61.40,59.25,54,9640,587014.00,
505368,REVATHI EQU.,B ,Q,580.00,589.00,580.00,584.00,584.00,581.00,18,223,129734.00,
505400,TEXINFRA    ,B ,Q,63.15,64.10,62.55,63.20,63.20,63.85,57,2276,144224.00,
505412,WENDT(INDIA),B ,Q,3249.30,3249.30,3150.00,3158.65,3150.05,3222.55,34,164,520113.00,
505502,PSITINFRA   ,X ,Q,48.70,49.10,48.20,48.20,48.20,49.00,37,15026,733036.00,
505506,AXONVL      ,X ,Q,2.56,2.56,2.56,2.56,2.56,2.69,1,1000,2560.00,
505509,RESPON IND  ,B ,Q,63.90,68.20,62.40,66.90,66.90,62.00,748,98796,6491536.00,
505526,DOLAT INV.  ,X ,Q,14.85,14.85,14.85,14.85,14.85,14.15,56,164712,2445973.00,
505533,WESTLIFE DEV,B ,Q,383.00,387.80,372.20,374.45,374.45,379.25,634,34470,13043910.00,
505537,ZEE ENTER   ,A ,Q,576.90,577.55,570.00,575.45,575.50,574.55,526,121014,69061495.00,
505576,GOLDCORP    ,X ,Q,56.50,56.50,56.50,56.50,56.50,57.65,1,5,282.00,
505590,SVPGLOB     ,X ,Q,334.95,334.95,315.00,322.70,322.70,323.00,131,6848,2200575.00,
505650,SKYL MILLAR ,XT,Q,3.41,3.41,3.41,3.41,3.41,3.25,1,1000,3410.00,
505665,ANTIF BEARNG,X ,Q,440.00,449.00,435.00,439.00,439.00,451.20,14,148,64860.00,
505681,BIMETAL BEAR,X ,Q,581.00,588.00,581.00,584.65,581.00,583.55,10,324,188894.00,
505688,BHARAT GEARS,B ,Q,185.10,187.05,182.75,184.25,184.95,186.10,35,1283,236789.00,
505693,LATIMMETAL  ,X ,Q,32.30,35.25,32.30,35.25,35.25,33.60,10,199,6937.00,
505700,ELECON ENG  ,B ,Q,85.00,85.00,83.10,83.50,83.50,84.45,145,17917,1496568.00,
505710,GRAUER& WEIL,B ,Q,63.00,63.25,62.20,62.30,62.50,62.65,234,31743,1988197.00,
505712,GUJ.AUTO GE ,X ,Q,274.00,280.00,272.50,279.75,279.75,272.45,18,635,175232.00,
505714,GABRIEL(I)  ,B ,Q,162.85,164.50,158.00,158.80,158.60,163.15,257,11144,1789988.00,
505720,HERC.HOISTS ,B ,Q,120.00,121.00,118.80,119.55,119.30,120.55,25,1364,163436.00,
505726,IFB IND.LTD.,B ,Q,1206.25,1234.40,1190.15,1222.15,1204.50,1204.90,128,651,792568.00,
505729,SINGER INDIA,X ,Q,61.50,63.70,60.70,61.25,61.25,61.85,757,168986,10501458.00,
505737,INTER.COMBUS,X ,Q,430.00,448.00,408.10,442.80,442.80,430.00,55,7483,3196811.00,
505744,FED MOG GOE ,B ,Q,498.75,503.75,470.10,474.80,474.80,437.50,5301,111197,54121059.00,
505750,JOSTS ENG.  ,X ,Q,1170.00,1218.90,1115.00,1166.85,1166.10,1225.00,38,562,652021.00,
505790,SCHAEFFLER  ,B ,Q,5288.00,5380.00,5288.00,5319.50,5357.05,5331.35,20,43,229877.00,
505800,RANE HOLDIN ,B ,Q,2675.00,2750.00,2655.70,2731.40,2731.40,2713.50,67,193,525368.00,
505827,SNL BEARINGS,X ,Q,442.95,450.00,417.00,436.10,442.00,432.25,74,1872,819733.00,
505840,JAIPAN INDUS,XT,Q,47.00,47.40,46.25,47.40,47.40,45.15,43,2728,129156.00,
505850,MANCREDIT   ,X ,Q,3.65,4.02,3.65,3.95,3.95,3.66,230,896556,3469085.00,
505854,TRF LTD.    ,B ,Q,254.20,264.70,245.35,257.15,257.15,256.15,458,11999,3054440.00,
505872,WPIL LTD.   ,X ,Q,575.50,607.85,574.00,601.05,601.05,579.30,581,24737,14733261.00,
505890,KENNAMETAL  ,B ,Q,779.95,798.00,772.00,776.45,775.00,772.00,158,6401,4999662.00,
505978,TRITON VALVE,X ,Q,2091.00,2155.00,2078.00,2147.75,2149.95,2155.90,42,287,609444.00,
506016,JRIIIL      ,Z ,Q,1.05,1.05,1.05,1.05,1.05,1.05,1,50,52.00,
506022,PRAKASH IND.,B ,Q,203.00,204.20,196.05,199.10,199.10,203.30,1561,215125,42842756.00,
506027,BHORUKA ALU.,X ,Q,0.64,0.64,0.64,0.64,0.64,0.64,2,600,384.00,
506074,ARSHIYA     ,B ,Q,78.50,80.10,77.25,78.75,78.75,78.45,491,18941,1486819.00,
506076,GRIND NORTON,B ,Q,520.95,525.00,515.00,516.05,516.00,514.00,21,153,79287.00,
506079,LAKSHMI PREC,B ,Q,42.45,42.45,39.50,40.50,40.50,40.00,5,1300,52245.00,
506105,STANROSE MAF,X ,Q,154.00,154.00,154.00,154.00,154.00,150.10,3,300,46200.00,
506109,GENESYS INT.,B ,Q,296.00,302.40,287.90,299.45,298.30,295.95,172,10612,3160539.00,
506122,PANKAJPIYUS ,X ,Q,62.00,62.00,59.45,60.05,60.05,61.50,15,386,23797.00,
506128,PARNAXLAB   ,X ,Q,47.60,51.40,47.60,51.15,51.20,48.50,62,12779,643367.00,
506142,VYAPAR INDS ,X ,Q,28.25,29.50,28.00,29.50,29.50,28.10,7,900,25835.00,
506146,VISAGAR POL ,B ,Q,1.29,1.29,1.19,1.25,1.24,1.27,41,68006,83560.00,
506184,KANANI IND  ,B ,Q,8.80,8.97,8.80,8.97,8.97,8.62,4,3020,26727.00,
506194,ARIH SUPER  ,B ,Q,144.00,149.30,139.50,140.95,141.00,143.85,282,30559,4356415.00,
506197,BLISSGVS PH ,B ,Q,203.50,204.25,199.00,200.60,199.20,204.50,402,83928,17009582.00,
506222,INEOSSTYRO  ,B ,Q,907.75,924.00,907.75,911.20,911.20,925.00,30,495,452090.00,
506235,ALEMBIC LTD.,B ,Q,60.85,62.25,60.25,61.05,61.05,60.20,1267,190836,11708948.00,
506248,AMINES&PLAST,X ,Q,77.80,77.80,72.30,73.40,73.00,75.65,122,10995,809801.00,
506260,ANUH PHARMA ,X ,Q,174.00,174.00,171.00,173.05,173.00,176.45,35,2777,479871.00,
506261,MODISON MET.,X ,Q,60.50,61.30,59.65,60.60,60.00,61.35,64,10161,614233.00,
506285,BAYER CROP  ,A ,Q,4434.70,4452.85,4354.00,4360.00,4354.00,4388.55,91,269,1178143.00,
506390,CLARI CHEM  ,B ,Q,560.00,560.00,547.50,548.60,551.25,557.65,68,901,496343.00,
506395,COROM INTER ,A ,Q,530.50,537.65,526.15,529.90,527.85,531.10,254,1903,1010236.00,
506401,DEEPAK NITR.,B ,Q,254.25,254.75,245.50,247.90,247.90,254.50,631,23412,5820483.00,
506405,DHARAMSI CHM,X ,Q,105.30,107.90,105.30,107.30,107.70,106.20,31,7825,836878.00,
506414,DIL LTD     ,X ,Q,3001.05,3249.00,3001.05,3218.45,3218.45,3078.75,155,4079,12926182.00,
506480,GOCLCORP    ,B ,Q,530.00,530.00,514.05,515.40,515.40,540.70,33,720,375323.00,
506520,JAYSHRI CHEM,X ,Q,17.05,17.05,15.40,16.35,16.30,16.53,98,29025,471858.00,
506522,JL MORISON  ,X ,Q,1490.00,1558.50,1490.00,1546.90,1546.90,1423.00,17,64,96901.00,
506525,KANORIA CHEM,B ,Q,72.05,72.75,72.05,72.30,72.30,72.35,32,2985,216340.00,
506528,KELTECH EN. ,X ,Q,1425.00,1425.00,1360.00,1419.25,1425.00,1427.25,36,244,342270.00,
506530,KEMP & CO.  ,XT,Q,682.95,682.95,682.95,682.95,682.95,650.45,21,36,24586.00,
506532,NITTA GELA  ,X ,Q,216.95,217.00,210.50,211.90,211.10,214.75,29,1389,296477.00,
506579,ORIENT.CARB.,B ,Q,1140.00,1145.00,1133.00,1140.95,1145.00,1138.45,49,1276,1451722.00,
506590,PHIL.CARBON ,B ,Q,1141.55,1145.40,1102.45,1108.85,1108.85,1135.40,1650,38725,43477979.00,
506597,AMAL PRODUCT,X ,Q,156.65,163.00,156.55,157.95,157.70,163.00,59,3287,519731.00,
506605,POLYCHEM    ,X ,Q,350.25,384.00,350.25,366.30,366.30,377.80,9,68,25623.00,
506618,PUN.CHEM    ,B ,Q,413.00,424.80,413.00,417.25,417.50,413.80,39,1018,427077.00,
506642,SADHANA NITR,XT,Q,223.00,234.00,217.85,225.30,226.80,229.30,66,7518,1655521.00,
506655,SUDARSH.CHEM,B ,Q,510.00,517.80,502.65,510.55,510.55,506.75,1989,65627,33438509.00,
506685,ULTRAMARINE ,X ,Q,308.00,315.00,306.50,311.70,312.50,305.10,111,11299,3503173.00,
506687,TRANSPEK    ,X ,Q,1369.00,1369.00,1303.00,1319.90,1319.90,1346.25,117,2224,2946229.00,
506690,UNICHEM LAB ,B ,Q,289.70,289.90,275.60,277.75,277.75,283.60,341,14872,4158619.00,
506720,ZANDUREALTY ,B ,Q,2050.05,2115.00,2047.05,2062.30,2065.00,2050.85,61,365,757737.00,
506734,MYS PETRO   ,X ,Q,125.10,128.50,125.10,127.15,128.50,128.25,9,363,46034.00,
506767,ALKYL AMINES,B ,Q,628.00,639.00,611.00,638.95,639.00,630.50,18,274,171980.00,
506820,ASTRAZEN.PH.,B ,Q,984.60,984.60,970.00,981.15,982.20,990.05,23,345,337794.00,
506852,PUN.ALKALI  ,XT,Q,41.30,42.50,39.50,40.65,40.65,41.15,69,14466,597259.00,
506854,TANFAC IND. ,X ,Q,127.90,129.65,125.00,125.15,125.15,127.90,37,4452,561558.00,
506858,GUJ.PETRO   ,XT,Q,21.60,21.60,21.60,21.60,21.60,20.60,1,15,324.00,
506863,SWADESHI IND,SS,Q,0.79,0.79,0.79,0.79,0.79,0.81,33,22278,17599.00,
506879,GUJ.THEMIS. ,X ,Q,45.00,46.00,43.75,44.05,44.50,44.25,29,5384,237593.00,
506919,MAKERS LAB. ,X ,Q,81.10,86.85,81.10,85.45,85.90,82.60,25,1665,138963.00,
506943,J.B.CHEMICAL,B ,Q,308.80,315.50,308.80,314.35,314.35,305.95,77,2996,937908.00,
506947,ADV.PETROCH.,P ,Q,39.00,39.00,39.00,39.00,39.00,41.00,1,50,1950.00,
506975,RAJ.PETRO   ,P ,Q,5.20,5.20,5.20,5.20,5.20,5.00,1,100,520.00,
506981,BL.CHIP TEX ,X ,Q,247.10,255.00,247.10,253.80,249.55,262.50,19,372,94354.00,
507155,JAGATJIT IND,XT,Q,95.05,102.95,95.05,102.00,101.00,99.55,15,1733,176732.00,
507180,KESAR ENT.  ,B ,Q,49.00,50.15,45.95,47.55,47.55,48.90,79,585,28052.00,
507205,TILAKNAG IND,B ,Q,22.60,23.15,22.00,22.35,22.35,22.60,216,69438,1582435.00,
507300,RAVALGAON   ,XT,Q,1960.00,1965.00,1960.00,1961.10,1961.10,2061.00,13,21,41185.00,
